name,category,subcategory,brand,description,image_url,tags,status
Set me 25 Disqe Preres Abraziv per metal/inox 355×3.0x25.4mm,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318148/nearbuy/products/set_me_25_disqe_preres_abraziv_per_metal_inox_1272.png,ndertim,active
Punto Diamanti per pllaka porcelan dhe qeramike 6MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318153/nearbuy/products/punto_diamanti_per_pllaka_porcelan_dhe_qerami_1273.jpg,ndertim,active
Punto Diamanti per pllaka porcelan dhe qeramike 5MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318159/nearbuy/products/punto_diamanti_per_pllaka_porcelan_dhe_qerami_1274.jpg,ndertim,active
Punto qeramike me kapje hexagon 10MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318165/nearbuy/products/punto_qeramike_me_kapje_hexagon_10mm_1275.jpg,ndertim,active
Disk me leter zmerile Inoxi SMT674 Qeramike CS911 Ø 125mm Gr.80,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318172/nearbuy/products/disk_me_leter_zmerile_inoxi_smt674_qeramike_c_1276.jpg,ndertim,active
Disk me leter zmerile Inoxi SMT674 Qeramike CS911 Ø 125mm Gr.60,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318178/nearbuy/products/disk_me_leter_zmerile_inoxi_smt674_qeramike_c_1277.jpg,ndertim,active
Disk me leter zmerile Inoxi SMT674 Qeramike CS911 Ø 125mm Gr.40,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318183/nearbuy/products/disk_me_leter_zmerile_inoxi_smt674_qeramike_c_1278.jpg,ndertim,active
Disqe preres per metal 355mm,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318190/nearbuy/products/disqe_preres_per_metal_355mm_1279.jpg,ndertim,active
"Punto Metali HSS-Co / DIN 338 6,0 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318195/nearbuy/products/punto_metali_hss_co___din_338_6_0_mm_1280.jpg,ndertim,active
Disk me leter zmerile inoxi SMT 325 Ø 115 mm Gr.80,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318201/nearbuy/products/disk_me_leter_zmerile_inoxi_smt_325___115_mm__1281.jpg,ndertim,active
Disk me leter zmerile inoxi SMT 325 Ø 115 mm Gr.60,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318207/nearbuy/products/disk_me_leter_zmerile_inoxi_smt_325___115_mm__1282.jpg,ndertim,active
Disk me leter zmerile inoxi SMT 325 Ø 115 mm Gr.40,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318213/nearbuy/products/disk_me_leter_zmerile_inoxi_smt_325___115_mm__1283.jpg,ndertim,active
"B09338RG12.00 – Punto Metali HSS G / DIN 338 12,00 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318219/nearbuy/products/b09338rg12_00___punto_metali_hss_g___din_338__1284.jpg,ndertim,active
"Gomine me ngjitje per gure fleksibel M14, 125 mm",Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318225/nearbuy/products/gomine_me_ngjitje_per_gure_fleksibel_m14__125_1285.jpg,elektrik,active
Punto Druri 15 x 160 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318231/nearbuy/products/punto_druri_15_x_160_mm_1286.jpg,ndertim,active
Punto Druri e sheshte 16 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318237/nearbuy/products/punto_druri_e_sheshte_16_x_150_mm_1287.jpg,ndertim,active
Punto Betoni pa shlica 5 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318243/nearbuy/products/punto_betoni_pa_shlica_5_x_150_mm_1288.jpg,ndertim,active
Set me 3 adaptor magnetik 12 mm 1/4,Elektrik,Çelësa & Prize,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318249/nearbuy/products/set_me_3_adaptor_magnetik_12_mm_1_4_1289.webp,elektrik,active
"Set me 5 punto betoni (4×75, 5×85, 6×100, 8×120, 10×120) paketim me blister",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318256/nearbuy/products/set_me_5_punto_betoni__4_75__5_85__6_100__8_1_1290.png,ndertim,active
SET PUNTO METALI HSS PER VIDIATOR,Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318262/nearbuy/products/set_punto_metali_hss_per_vidiator_1291.jpg,elektrik,active
"Set me 7 punto metali (2,2.3,3,4,5,6 mm)",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318268/nearbuy/products/set_me_7_punto_metali__2_2_3_3_4_5_6_mm__1292.jpg,ndertim,active
"Dalte e sheshte hexagon 17x280x22mm, per matrapikun PDB13008",Ndërtim,Vegla Dore,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318274/nearbuy/products/dalte_e_sheshte_hexagon_17x280x22mm__per_matr_1293.webp,ndertim,active
"Set me 3 adaptore magnetik 1/4″, 3/8″, 1/2″",Elektrik,Çelësa & Prize,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318280/nearbuy/products/set_me_3_adaptore_magnetik_1_4___3_8___1_2__1294.png,elektrik,active
Set me 3 adaptor magnetik 10 mm 1/4,Elektrik,Çelësa & Prize,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318286/nearbuy/products/set_me_3_adaptor_magnetik_10_mm_1_4_1295.jpg,elektrik,active
Gomine per gure fleksibel,Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318292/nearbuy/products/gomine_per_gure_fleksibel_1296.jpg,elektrik,active
Disk Preres Abraziv 355×3.0x25.4,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318298/nearbuy/products/disk_preres_abraziv_355_3_0x25_4_1297.jpg,ndertim,active
Furce Kupe Teli Bronzi 75 mm,Hidraulikë,Tuba & Fitingje,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318304/nearbuy/products/furce_kupe_teli_bronzi_75_mm_1298.jpg,hidraulike,active
Adaptor punto Gote 14-30 mm,Elektrik,Çelësa & Prize,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318310/nearbuy/products/adaptor_punto_gote_14_30_mm_1299.jpg,elektrik,active
"Leter Zmerile 11.5x500cm, P180",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318316/nearbuy/products/leter_zmerile_11_5x500cm__p180_1300.png,ndertim,active
"Leter Zmerile 11.5x500cm, P150",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318322/nearbuy/products/leter_zmerile_11_5x500cm__p150_1301.png,ndertim,active
Disk me leter zmerile Inoxi SMT674 Qeramike CS911 Ø 115mm Gr.80,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318329/nearbuy/products/disk_me_leter_zmerile_inoxi_smt674_qeramike_c_1302.jpg,ndertim,active
Disk me leter zmerile Inoxi SMT674 Qeramike CS911 Ø 115mm Gr.60,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318335/nearbuy/products/disk_me_leter_zmerile_inoxi_smt674_qeramike_c_1303.jpg,ndertim,active
Sfungjer zmerilimi per poliatrice/zmeriluese 180 mm,Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318341/nearbuy/products/sfungjer_zmerilimi_per_poliatrice_zmeriluese__1304.png,elektrik,active
Sfungjer zmerilimi per poliatrice/zmeriluese 150 mm,Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318347/nearbuy/products/sfungjer_zmerilimi_per_poliatrice_zmeriluese__1305.png,elektrik,active
Sfungjer zmerilimi I valezuar per poliatrice/zmeriluese 180 mm,Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318354/nearbuy/products/sfungjer_zmerilimi_i_valezuar_per_poliatrice__1306.jpg,elektrik,active
Punto Druri e sheshte 15 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318360/nearbuy/products/punto_druri_e_sheshte_15_x_150_mm_1307.jpg,ndertim,active
Disk Diamanti per beton 125mm x 22.3,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318366/nearbuy/products/disk_diamanti_per_beton_125mm_x_22_3_1308.jpg,ndertim,active
Punto SDS-Plus 14 x210 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318372/nearbuy/products/punto_sds_plus_14_x210_mm_1309.png,ndertim,active
B – Punto Metali HSS-G 7.5,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318380/nearbuy/products/b___punto_metali_hss_g_7_5_1310.jpg,ndertim,active
"Punto Metali HSS-Co / DIN 338 5,5 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318386/nearbuy/products/punto_metali_hss_co___din_338_5_5_mm_1311.jpg,ndertim,active
Gure Preres per metal Ø 230×3.0 mm,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318392/nearbuy/products/gure_preres_per_metal___230_3_0_mm_1312.jpg,ndertim,active
"B09338E6.00 – Punto Metali HSS-CO / DIN 338 N 6,00",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318398/nearbuy/products/b09338e6_00___punto_metali_hss_co___din_338_n_1313.jpg,ndertim,active
Punto Druri 14 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318404/nearbuy/products/punto_druri_14_x_150_mm_1314.jpg,ndertim,active
Punto Druri e sheshte 14 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318411/nearbuy/products/punto_druri_e_sheshte_14_x_150_mm_1315.jpg,ndertim,active
"Komplet me maja kacavide te gjata PZ2 x 50 mm, 10 cp",Ndërtim,Vegla Dore,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318418/nearbuy/products/komplet_me_maja_kacavide_te_gjata_pz2_x_50_mm_1316.jpg,ndertim,active
Punto SDS-Plus 12×260 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318425/nearbuy/products/punto_sds_plus_12_260_mm_1317.png,ndertim,active
"Leter Zmerile 11.5x500cm, P240",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318431/nearbuy/products/leter_zmerile_11_5x500cm__p240_1318.png,ndertim,active
Gure Preres Special Inoxi A46 TZ Ø 230×1.9 mm,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318437/nearbuy/products/gure_preres_special_inoxi_a46_tz___230_1_9_mm_1319.jpg,ndertim,active
"Set me 3 adaptor magnetik 1/4’’ 13mm, gjatesia 65mm – WWR2K13",Elektrik,Çelësa & Prize,3M,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318444/nearbuy/products/set_me_3_adaptor_magnetik_1_4___13mm__gjatesi_1320.png,elektrik,active
"Disk Preres Diamanti Turbo 115×22.2mm, lartesia diamantit 10mm",Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318450/nearbuy/products/disk_preres_diamanti_turbo_115_22_2mm__lartes_1321.png,ndertim,active
Disk Preres Diamanti Universal 115x10x22.2mm,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318457/nearbuy/products/disk_preres_diamanti_universal_115x10x22_2mm_1322.png,ndertim,active
Lame prerese e shkurter per makineri multifunksionale 52mm,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318463/nearbuy/products/lame_prerese_e_shkurter_per_makineri_multifun_1323.jpg,ndertim,active
Punto Qeramike dhe Porcelani Profi 6MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318470/nearbuy/products/punto_qeramike_dhe_porcelani_profi_6mm_1324.jpg,ndertim,active
B – Punto Metali HSS-G 7.0,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318476/nearbuy/products/b___punto_metali_hss_g_7_0_1325.jpg,ndertim,active
"B09338E5.50 – Punto Metali HSS-CO / DIN 338 N 5,50",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318482/nearbuy/products/b09338e5_50___punto_metali_hss_co___din_338_n_1326.jpg,ndertim,active
"Gomine me ngjitje per gure fleksibel M14, 115 mm",Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318488/nearbuy/products/gomine_me_ngjitje_per_gure_fleksibel_m14__115_1327.jpg,elektrik,active
Punto Druri 12 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318495/nearbuy/products/punto_druri_12_x_150_mm_1328.jpg,ndertim,active
Punto Druri e sheshte 13 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318501/nearbuy/products/punto_druri_e_sheshte_13_x_150_mm_1329.jpg,ndertim,active
Punto Druri e sheshte 12 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318508/nearbuy/products/punto_druri_e_sheshte_12_x_150_mm_1330.jpg,ndertim,active
Punto Druri e sheshte 10 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318514/nearbuy/products/punto_druri_e_sheshte_10_x_150_mm_1331.jpg,ndertim,active
Punto Druri e sheshte 8 x 150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318520/nearbuy/products/punto_druri_e_sheshte_8_x_150_mm_1332.jpg,ndertim,active
Punto Betoni pa shlica 8 x 120 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318526/nearbuy/products/punto_betoni_pa_shlica_8_x_120_mm_1333.jpg,ndertim,active
Dalte me maje hex 17 x 280mm,Ndërtim,Vegla Dore,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318533/nearbuy/products/dalte_me_maje_hex_17_x_280mm_1334.png,ndertim,active
Punto SDS-Plus 12×210 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318539/nearbuy/products/punto_sds_plus_12_210_mm_1335.png,ndertim,active
Punto SDS-Plus 10×260 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318545/nearbuy/products/punto_sds_plus_10_260_mm_1336.png,ndertim,active
Mandrino me celes 13 mm,Elektrik,Çelësa & Prize,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318552/nearbuy/products/mandrino_me_celes_13_mm_1337.webp,elektrik,active
Disk Diamanti per beton 115 x 22.2 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318558/nearbuy/products/disk_diamanti_per_beton_115_x_22_2_mm_1338.jpg,ndertim,active
"Set me 5 punto druri (3×61, 4×75, 5×86, 6×93, 8×117)",Ndërtim,Aksesore Veglaesh,,,,ndertim,active
Punto SDS-Plus me 4 koka 12×160 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318568/nearbuy/products/punto_sds_plus_me_4_koka_12_160_mm_1340.png,ndertim,active
"Gure preres per inox A100 230X1,9X22,23",Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318574/nearbuy/products/gure_preres_per_inox_a100_230x1_9x22_23_1341.jpg,ndertim,active
Punto Betoni 12x150mm (me varje plastike),Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318581/nearbuy/products/punto_betoni_12x150mm__me_varje_plastike__1342.png,ndertim,active
Punto druri e sheshte 40x152MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318587/nearbuy/products/punto_druri_e_sheshte_40x152mm_1343.jpg,ndertim,active
"B09338E5.20 – Punto Metali HSS-CO / DIN 338 N 5,20",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318592/nearbuy/products/b09338e5_20___punto_metali_hss_co___din_338_n_1344.jpg,ndertim,active
"B09338RG11.00 – Punto Metali HSS G / DIN 338 11,00 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318598/nearbuy/products/b09338rg11_00___punto_metali_hss_g___din_338__1345.jpg,ndertim,active
Punto SDS-Plus 8×260 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318607/nearbuy/products/punto_sds_plus_8_260_mm_1346.png,ndertim,active
"Set me 3 adaptor SDS-Plus 1/4″, 3/8″, 1/2″ – WSV4K02",Elektrik,Çelësa & Prize,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318612/nearbuy/products/set_me_3_adaptor_sds_plus_1_4___3_8___1_2_____1347.png,elektrik,active
Punto Cobalti HSS-CO 6.0mm 5% Cobalt,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318619/nearbuy/products/punto_cobalti_hss_co_6_0mm_5__cobalt_1348.png,ndertim,active
Punto qeramike 10MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318625/nearbuy/products/punto_qeramike_10mm_1349.jpg,ndertim,active
"Punto Metali HSS-Co / DIN 338 5,0 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318631/nearbuy/products/punto_metali_hss_co___din_338_5_0_mm_1350.jpg,ndertim,active
Punto SDS-Plus 12×160 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318637/nearbuy/products/punto_sds_plus_12_160_mm_1351.png,ndertim,active
Punto SDS-Plus 10×210 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318643/nearbuy/products/punto_sds_plus_10_210_mm_1352.png,ndertim,active
Disk Diamanti per beton 115mm x 22.2,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318649/nearbuy/products/disk_diamanti_per_beton_115mm_x_22_2_1353.jpg,ndertim,active
Dalte SDS-Plus me maje 14×250 mm,Ndërtim,Vegla Dore,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318655/nearbuy/products/dalte_sds_plus_me_maje_14_250_mm_1354.jpg,ndertim,active
Dalte SDS-Plus e sheshte 14×250 mm,Ndërtim,Vegla Dore,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318661/nearbuy/products/dalte_sds_plus_e_sheshte_14_250_mm_1355.jpg,ndertim,active
Punto SDS-Plus me 4 koka 10×210 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318667/nearbuy/products/punto_sds_plus_me_4_koka_10_210_mm_1356.png,ndertim,active
Gure Preres per metal Ø 180×3.0 mm,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318673/nearbuy/products/gure_preres_per_metal___180_3_0_mm_1357.jpg,ndertim,active
Punto druri e sheshte 38x152MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318679/nearbuy/products/punto_druri_e_sheshte_38x152mm_1358.jpg,ndertim,active
Punto SDS-Plus 6×260 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318685/nearbuy/products/punto_sds_plus_6_260_mm_1359.png,ndertim,active
"Set me 3 adaptor magnetik 1/4’’ 13mm, gjatesia 48mm – WWR1K13",Elektrik,Çelësa & Prize,3M,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318692/nearbuy/products/set_me_3_adaptor_magnetik_1_4___13mm__gjatesi_1360.png,elektrik,active
Adaptor Majash magnetik me zgjatim 1/4” 80mm,Elektrik,Çelësa & Prize,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318697/nearbuy/products/adaptor_majash_magnetik_me_zgjatim_1_4__80mm_1361.png,elektrik,active
Set me 10 aksesore per zmeriluese MG13328 MG2008 CMGLI2001,Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318703/nearbuy/products/set_me_10_aksesore_per_zmeriluese_mg13328_mg2_1362.png,elektrik,active
Punto freze zmeriluese per metal 6mm,Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318710/nearbuy/products/punto_freze_zmeriluese_per_metal_6mm_1363.jpg,elektrik,active
Punto druri e sheshte 35x152MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318715/nearbuy/products/punto_druri_e_sheshte_35x152mm_1364.jpg,ndertim,active
Set me 10 aksesore per minizmerilueset (5xPDG5501/5xMG13328),Elektrik,Vegla Elektrike,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318721/nearbuy/products/set_me_10_aksesore_per_minizmerilueset__5xpdg_1365.jpg,elektrik,active
Punto Betoni 10×150 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318727/nearbuy/products/punto_betoni_10_150_mm_1366.png,ndertim,active
Disk preres diamanti per  sharre mermeri,Ndërtim,Çimento & Materiale,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318734/nearbuy/products/disk_preres_diamanti_per__sharre_mermeri_1367.jpg,ndertim,active
Set me 8 punto metali HSS,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318740/nearbuy/products/set_me_8_punto_metali_hss_1368.jpg,ndertim,active
Furce kupe teli bronzi 75mm M14,Hidraulikë,Tuba & Fitingje,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318746/nearbuy/products/furce_kupe_teli_bronzi_75mm_m14_1369.webp,hidraulike,active
"Punto Metali HSS-Co / DIN 338 4,5 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318752/nearbuy/products/punto_metali_hss_co___din_338_4_5_mm_1370.jpg,ndertim,active
Punto Betoni pa shlica 6 x 100 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318759/nearbuy/products/punto_betoni_pa_shlica_6_x_100_mm_1371.jpg,ndertim,active
Punto Betoni pa shlica 4 x 85 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318765/nearbuy/products/punto_betoni_pa_shlica_4_x_85_mm_1372.jpg,ndertim,active
Leter zmerilimi 100×610 mm (2 cope) Grana 80,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318771/nearbuy/products/leter_zmerilimi_100_610_mm__2_cope__grana_80_1373.png,ndertim,active
Set me 6 kallama ngjites,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318777/nearbuy/products/set_me_6_kallama_ngjites_1374.jpg,bojera__kimikate,active
Punto SDS-Plus me 4 koka 10×160 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318783/nearbuy/products/punto_sds_plus_me_4_koka_10_160_mm_1375.png,ndertim,active
B – Punto Metali HSS-G 6.5,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318789/nearbuy/products/b___punto_metali_hss_g_6_5_1376.jpg,ndertim,active
"Punto Metali HSS-Co / DIN 338 4,2 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318795/nearbuy/products/punto_metali_hss_co___din_338_4_2_mm_1377.jpg,ndertim,active
"B11340G5.50 – Punto Metali te gjata HSS-G 5,5 mm DIN 340 N",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318802/nearbuy/products/b11340g5_50___punto_metali_te_gjata_hss_g_5_5_1378.jpg,ndertim,active
"B09338E5.00 – Punto Metali HSS-CO / DIN 338 N 5,00",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318808/nearbuy/products/b09338e5_00___punto_metali_hss_co___din_338_n_1379.jpg,ndertim,active
"B09338RG10.00 – Punto Metali HSS G / DIN 338 10,00 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318814/nearbuy/products/b09338rg10_00___punto_metali_hss_g___din_338__1380.jpg,ndertim,active
Punto SDS-Plus 8×210 mm,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318820/nearbuy/products/punto_sds_plus_8_210_mm_1381.png,ndertim,active
Punto druri e sheshte 34x152MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318826/nearbuy/products/punto_druri_e_sheshte_34x152mm_1382.jpg,ndertim,active
Punto druri e sheshte 28x152MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318832/nearbuy/products/punto_druri_e_sheshte_28x152mm_1383.jpg,ndertim,active
Punto druri e sheshte 26x152MM,Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318838/nearbuy/products/punto_druri_e_sheshte_26x152mm_1384.jpg,ndertim,active
"Punto Metali HSS-Co / DIN 338 4,0 mm",Ndërtim,Aksesore Veglaesh,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779318844/nearbuy/products/punto_metali_hss_co___din_338_4_0_mm_1385.jpg,ndertim,active
