name,category,subcategory,brand,description,image_url,tags,status
Bidon plastik per karburant 20L,Bojëra & Kimikate,Kontejnerë & Bidonë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333905/nearbuy/products/bidon_plastik_per_karburant_20l_3996.png,bojera__kimikate,active
Biadeziv I dyanshem per riparime elektrike gjysme transparent 19mm x 25m,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333911/nearbuy/products/biadeziv_i_dyanshem_per_riparime_elektrike_gj_3997.png,bojera__kimikate,active
Graso per kuzhineta 900 gr (1 lt.),Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333917/nearbuy/products/graso_per_kuzhineta_900_gr__1_lt___3998.jpg,bojera__kimikate,active
01 – Vaj kambio me 4 kohe 10W-30 1 Lt,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333923/nearbuy/products/01___vaj_kambio_me_4_kohe_10w_30_1_lt_3999.png,bojera__kimikate,active
Paste duarsh me Lanolin 4000 ml,Bojëra & Kimikate,Kimikate Pastrimi,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333930/nearbuy/products/paste_duarsh_me_lanolin_4000_ml_4000.jpg,bojera__kimikate,active
Graso multifunksionale 900 gr (1 lt.),Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333936/nearbuy/products/graso_multifunksionale_900_gr__1_lt___4001.jpg,bojera__kimikate,active
01 – Graso per kupat e freksionit 400 gr,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333944/nearbuy/products/01___graso_per_kupat_e_freksionit_400_gr_4002.jpg,bojera__kimikate,active
Set izolant elektrik mix 19mm x 20m,Elektrik,Aksesorë Elektrik,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333950/nearbuy/products/set_izolant_elektrik_mix_19mm_x_20m_4003.png,elektrik,active
Krem pastrimi duarsh Margherite I bardhe 4L,Bojëra & Kimikate,Kimikate Pastrimi,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333957/nearbuy/products/krem_pastrimi_duarsh_margherite_i_bardhe_4l_4004.jpg,bojera__kimikate,active
02 – Vaj mishele 2T LS- 1Lt,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333963/nearbuy/products/02___vaj_mishele_2t_ls__1lt_4005.png,bojera__kimikate,active
Ngjites universal Pattex Transparent 800ml,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333970/nearbuy/products/ngjites_universal_pattex_transparent_800ml_4006.png,bojera__kimikate,active
Vaj special per makineri pneumatike 0.5 L,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333977/nearbuy/products/vaj_special_per_makineri_pneumatike_0_5_l_4007.jpg,bojera__kimikate,active
Kit aksesoresh motokosash (Vaj 2T 100ml+syze+bidon perzjerje+ fije2.0mm),Bojëra & Kimikate,Kontejnerë & Bidonë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333982/nearbuy/products/kit_aksesoresh_motokosash__vaj_2t_100ml_syze__4008.jpg,bojera__kimikate,active
Spraj Multifunksional WD-40 600 ml me pipe fleksibel,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333988/nearbuy/products/spraj_multifunksional_wd_40_600_ml_me_pipe_fl_4009.jpg,bojera__kimikate,active
"Biadeziv I dyanshem I trashe, 3mm per fasada te jashtme ngjyre qymyr, 12 mm x 25 m",Bojëra & Kimikate,Ngjites & Shkumë,3M,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333994/nearbuy/products/biadeziv_i_dyanshem_i_trashe__3mm_per_fasada__4010.png,bojera__kimikate,active
Paste pastrimi duarsh Margherite 5L,Bojëra & Kimikate,Kimikate Pastrimi,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779333999/nearbuy/products/paste_pastrimi_duarsh_margherite_5l_4011.jpg,bojera__kimikate,active
519.002.001.700 – Astar Silikoni Primer PU Transparent 1LT,Bojëra & Kimikate,Llak & Impregnim,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334004/nearbuy/products/519_002_001_700___astar_silikoni_primer_pu_tr_4012.jpg,bojera__kimikate,active
11 – Vaj mishele 2T HP- 1 Lt,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334010/nearbuy/products/11___vaj_mishele_2t_hp__1_lt_4013.png,bojera__kimikate,active
Spraj teknik pastrues grasoje WD-40 per biciklete 500ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334016/nearbuy/products/spraj_teknik_pastrues_grasoje_wd_40_per_bicik_4014.png,bojera__kimikate,active
Spraj Multifunksional WD-40 400 ml me pipe fleksibel,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334022/nearbuy/products/spraj_multifunksional_wd_40_400_ml_me_pipe_fl_4015.png,bojera__kimikate,active
Spraj Teknik Graso Litiumi WD-40 400 ML,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334029/nearbuy/products/spraj_teknik_graso_litiumi_wd_40_400_ml_4016.jpg,bojera__kimikate,active
01 – Graso ingranazhesh per kokat e motokoses,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334035/nearbuy/products/01___graso_ingranazhesh_per_kokat_e_motokoses_4017.png,bojera__kimikate,active
01 – Graso per koken e motokosave,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334041/nearbuy/products/01___graso_per_koken_e_motokosave_4018.jpg,bojera__kimikate,active
Paste pastrimi duarsh Margherite 4L,Bojëra & Kimikate,Kimikate Pastrimi,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334046/nearbuy/products/paste_pastrimi_duarsh_margherite_4l_4019.jpg,bojera__kimikate,active
102.007.001.700 – Hidroizolues HYPERDESMO-LV I bardhe ( 1 KG) Me viskozitet te ulet,Ndërtim,Izolim,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334051/nearbuy/products/102_007_001_700___hidroizolues_hyperdesmo_lv__4020.jpg,ndertim,active
Spraj teknik lubrifikues zinxhiri biciklete universal WD-40 250ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334057/nearbuy/products/spraj_teknik_lubrifikues_zinxhiri_biciklete_u_4021.png,bojera__kimikate,active
Spraj Multifunksional WD-40 SMART STRAW 500ML,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334062/nearbuy/products/spraj_multifunksional_wd_40_smart_straw_500ml_4022.png,bojera__kimikate,active
Shirit ngjites rezistent ndaj nxehtesise transparent 25mm x 3m,Bojëra & Kimikate,Ngjites & Shkumë,3M,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334068/nearbuy/products/shirit_ngjites_rezistent_ndaj_nxehtesise_tran_4023.png,bojera__kimikate,active
Izolant elektrik 5200 I Zi 19mmΧ10m vet shkrires per pompa uji,Hidraulikë,Pompa Uji,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334075/nearbuy/products/izolant_elektrik_5200_i_zi_19mm_10m_vet_shkri_4024.png,hidraulike,active
Biadeziv MAXPOWER transparent per riparime out/indoor 19mm x 5m,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334081/nearbuy/products/biadeziv_maxpower_transparent_per_riparime_ou_4025.png,bojera__kimikate,active
Silikon Neutral Transparent Pattex 280ml,Bojëra & Kimikate,Spraj & Silikone,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334088/nearbuy/products/silikon_neutral_transparent_pattex_280ml_4026.png,bojera__kimikate,active
Shkume ngjitese PU 6ne1 Pro Pattex 750ml me pistolete,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334094/nearbuy/products/shkume_ngjitese_pu_6ne1_pro_pattex_750ml_me_p_4027.png,bojera__kimikate,active
Ngjites universal Pattex One for All Crystal ultra clear 290Gr,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334100/nearbuy/products/ngjites_universal_pattex_one_for_all_crystal__4028.png,bojera__kimikate,active
Tenie abrazive antirreshqitese e Zeze 25mm x 5m (3),Kopshtari,Aksesore Kopshtarie & Pyjore,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334106/nearbuy/products/tenie_abrazive_antirreshqitese_e_zeze_25mm_x__4029.jpg,kopshtari,active
Tenie rrobe ngjitese per riparime 6200 e Verdhe 48mm x 25M,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334111/nearbuy/products/tenie_rrobe_ngjitese_per_riparime_6200_e_verd_4030.jpg,bojera__kimikate,active
Tenie rrobe ngjitese per riparime 6200 e Kuqe 48mm x 25M,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334116/nearbuy/products/tenie_rrobe_ngjitese_per_riparime_6200_e_kuqe_4031.jpg,bojera__kimikate,active
Tenie rrobe ngjitese per riparime 6200 e Zeze 48mm x 25M,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334121/nearbuy/products/tenie_rrobe_ngjitese_per_riparime_6200_e_zeze_4032.jpg,bojera__kimikate,active
Tenie rrobe ngjitese per riparime 6200 Gri 48mm x 25M,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334126/nearbuy/products/tenie_rrobe_ngjitese_per_riparime_6200_gri_48_4033.jpg,bojera__kimikate,active
Spraj Teknik kontakti elektrik WD-40 400 ML,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334132/nearbuy/products/spraj_teknik_kontakti_elektrik_wd_40_400_ml_4034.png,bojera__kimikate,active
Spray per sistemin e frenimit dhe friksionit 500 ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334138/nearbuy/products/spray_per_sistemin_e_frenimit_dhe_friksionit__4035.png,bojera__kimikate,active
Vaj zinxhiri 1 Lt,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334144/nearbuy/products/vaj_zinxhiri_1_lt_4036.jpg,bojera__kimikate,active
Graso per ingranazhe 100 gr,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334149/nearbuy/products/graso_per_ingranazhe_100_gr_4037.png,bojera__kimikate,active
Vaj Zinxhiri I biodegradueshem 1 Lt,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334155/nearbuy/products/vaj_zinxhiri_i_biodegradueshem_1_lt_4038.jpg,bojera__kimikate,active
Vaj Mishele i kuq 2T me dozim 1Lt,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334160/nearbuy/products/vaj_mishele_i_kuq_2t_me_dozim_1lt_4039.jpg,bojera__kimikate,active
Ngjitës Multifunksional Transparent FT101 – Pattex Polimer 280ml,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334165/nearbuy/products/ngjit_s_multifunksional_transparent_ft101___p_4040.png,bojera__kimikate,active
Spraj Teknik Silikoni WD-40 400 ML,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334170/nearbuy/products/spraj_teknik_silikoni_wd_40_400_ml_4041.png,bojera__kimikate,active
Shirit ngjites I dyanshem per mokete/linoleum I bardhe 48mmx25m,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334176/nearbuy/products/shirit_ngjites_i_dyanshem_per_mokete_linoleum_4042.png,bojera__kimikate,active
Shkume per mbushje Universal 700ml Pattex me pistolete,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334183/nearbuy/products/shkume_per_mbushje_universal_700ml_pattex_me__4043.png,bojera__kimikate,active
Ngjites universal Pattex One for All Universal 389gr,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334189/nearbuy/products/ngjites_universal_pattex_one_for_all_universa_4044.png,bojera__kimikate,active
Ngjites per dru standart Pattex 750g D2,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334195/nearbuy/products/ngjites_per_dru_standart_pattex_750g_d2_4045.png,bojera__kimikate,active
Ngjites universal Pattex One For All High Tack 440gr,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334201/nearbuy/products/ngjites_universal_pattex_one_for_all_high_tac_4046.png,bojera__kimikate,active
Shkume Low expansion Pro Pattex 700ml me pistolete,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334207/nearbuy/products/shkume_low_expansion_pro_pattex_700ml_me_pist_4047.png,bojera__kimikate,active
Shirit vetngjites ZIP FIX (M+F) I Zi 2 x 20mm x 1m,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334213/nearbuy/products/shirit_vetngjites_zip_fix__m_f__i_zi_2_x_20mm_4048.jpg,bojera__kimikate,active
Silikon temperature I kuq Pattex 280ml,Bojëra & Kimikate,Spraj & Silikone,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334219/nearbuy/products/silikon_temperature_i_kuq_pattex_280ml_4049.png,bojera__kimikate,active
Silikon Sallam Tekasil T142 600ml per xhama I Zi,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334225/nearbuy/products/silikon_sallam_tekasil_t142_600ml_per_xhama_i_4050.jpg,bojera__kimikate,active
V400TEMP.8 – Spraj boje temperature I Kuq 400ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334231/nearbuy/products/v400temp_8___spraj_boje_temperature_i_kuq_400_4051.jpg,bojera__kimikate,active
Spraj per heqje boje 400 ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334237/nearbuy/products/spraj_per_heqje_boje_400_ml_4052.jpg,bojera__kimikate,active
Spraj Multifunksional WD-40 400ML,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334242/nearbuy/products/spraj_multifunksional_wd_40_400ml_4053.png,bojera__kimikate,active
Spraj teknik kontakti elektrik WD-40 400ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334248/nearbuy/products/spraj_teknik_kontakti_elektrik_wd_40_400ml_4054.png,bojera__kimikate,active
Silikon xhami dhe pasqyre transparent Pattex 280ml,Bojëra & Kimikate,Spraj & Silikone,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334254/nearbuy/products/silikon_xhami_dhe_pasqyre_transparent_pattex__4055.png,bojera__kimikate,active
Shkume per mbushje Universale 650ml Pattex me pipe,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334281/nearbuy/products/shkume_per_mbushje_universale_650ml_pattex_me_4056.png,bojera__kimikate,active
Shkume per mbushje dhe izolime Pu-fix per tjegulla 750ml,Ndërtim,Izolim,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334287/nearbuy/products/shkume_per_mbushje_dhe_izolime_pu_fix_per_tje_4057.jpg,ndertim,active
Shkume per mbushje dhe izolime Pu-fix 750ml me pistolete,Ndërtim,Izolim,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334293/nearbuy/products/shkume_per_mbushje_dhe_izolime_pu_fix_750ml_m_4058.jpg,ndertim,active
Shkume per mbushje dhe izolime Pu-fix 750ml,Ndërtim,Izolim,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334298/nearbuy/products/shkume_per_mbushje_dhe_izolime_pu_fix_750ml_4059.jpg,ndertim,active
Shkume per mbushje 750ml/900gr kundra nxehtesise me pistolete,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334304/nearbuy/products/shkume_per_mbushje_750ml_900gr_kundra_nxehtes_4060.jpg,bojera__kimikate,active
Spraj per izolime nga rrjedhjet e ujit 500ml e zeze,Ndërtim,Izolim,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334310/nearbuy/products/spraj_per_izolime_nga_rrjedhjet_e_ujit_500ml__4061.jpg,ndertim,active
Injeksion Kimik Tekafix PE-1 300ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334316/nearbuy/products/injeksion_kimik_tekafix_pe_1_300ml_4062.jpg,bojera__kimikate,active
Graso premium per motokosa 125 ml (display me 24 cope),Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334322/nearbuy/products/graso_premium_per_motokosa_125_ml__display_me_4063.jpg,bojera__kimikate,active
Biadeziv I dyanshem per riparime I zi 19mm x 10m,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334328/nearbuy/products/biadeziv_i_dyanshem_per_riparime_i_zi_19mm_x__4064.png,bojera__kimikate,active
Shirit izolues DUCT TAPE gri 48mm x 50m,Bojëra & Kimikate,Aksesorë Bojimi,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334334/nearbuy/products/shirit_izolues_duct_tape_gri_48mm_x_50m_4065.png,bojera__kimikate,active
Ngjites universal Pattex FIX Express 375g x 25 cope,Bojëra & Kimikate,Ngjites & Shkumë,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334339/nearbuy/products/ngjites_universal_pattex_fix_express_375g_x_2_4066.png,bojera__kimikate,active
Biadeziv per autovetura I Zi 12mm x 10m,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334345/nearbuy/products/biadeziv_per_autovetura_i_zi_12mm_x_10m_4067.jpg,bojera__kimikate,active
Silikon Universal Tekafix per pasqyra 300ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334350/nearbuy/products/silikon_universal_tekafix_per_pasqyra_300ml_4068.jpg,bojera__kimikate,active
Silikon Sanitar Tekasil per Fuga – Manhattan/Kaf ne portokall 300ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334355/nearbuy/products/silikon_sanitar_tekasil_per_fuga___manhattan__4069.jpg,bojera__kimikate,active
Silikon Sanitar Tekasil per Fuga – Karamel 300ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334361/nearbuy/products/silikon_sanitar_tekasil_per_fuga___karamel_30_4070.jpg,bojera__kimikate,active
"Silikon Sanitar Tekasil per Fuga – Beli, I bardhe 300ml",Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334366/nearbuy/products/silikon_sanitar_tekasil_per_fuga___beli__i_ba_4071.jpg,bojera__kimikate,active
Silikon Sanitar Tekasil per Fuga – Bahama Bezhe 300ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334371/nearbuy/products/silikon_sanitar_tekasil_per_fuga___bahama_bez_4072.jpg,bojera__kimikate,active
Silikon Sanitar Tekasil me ngjyra – Antracit/qymyr  300ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334377/nearbuy/products/silikon_sanitar_tekasil_me_ngjyra___antracit__4073.jpg,bojera__kimikate,active
Shkume Low Expansion ngjitje e shpejte Pu-fix M 750 ml,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334382/nearbuy/products/shkume_low_expansion_ngjitje_e_shpejte_pu_fix_4074.jpg,bojera__kimikate,active
"Shkume Low Expansion 750ml Dyer dhe dritare, me pistolete",Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334388/nearbuy/products/shkume_low_expansion_750ml_dyer_dhe_dritare___4075.jpg,bojera__kimikate,active
Shkume per mbushje 750ml/900gr kundra nxehtesise dore,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334394/nearbuy/products/shkume_per_mbushje_750ml_900gr_kundra_nxehtes_4076.jpg,bojera__kimikate,active
V400TEMP.6 – Spraj boje temperature Gri 400ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334400/nearbuy/products/v400temp_6___spraj_boje_temperature_gri_400ml_4077.jpg,bojera__kimikate,active
01 – Graso Universale 225 gr,Bojëra & Kimikate,Lubrifikant & Vaj,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334405/nearbuy/products/01___graso_universale_225_gr_4078.png,bojera__kimikate,active
V400TEMP.3 – Spraj boje temperature i Kuq 400ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334411/nearbuy/products/v400temp_3___spraj_boje_temperature_i_kuq_400_4079.png,bojera__kimikate,active
V400TEMP.4 – Spraj boje temperature i Bardhe 400ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334417/nearbuy/products/v400temp_4___spraj_boje_temperature_i_bardhe__4080.png,bojera__kimikate,active
Shenjues spraj me valvul 360grade e bardhe 500ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334423/nearbuy/products/shenjues_spraj_me_valvul_360grade_e_bardhe_50_4081.png,bojera__kimikate,active
Biadeziv transparent per montim 19mm x 10m,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334430/nearbuy/products/biadeziv_transparent_per_montim_19mm_x_10m_4082.jpg,bojera__kimikate,active
Paste duarsh me Lanolin 1000 ml,Bojëra & Kimikate,Kimikate Pastrimi,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334436/nearbuy/products/paste_duarsh_me_lanolin_1000_ml_4083.jpg,bojera__kimikate,active
Spraj Zinku 98% 500 ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334441/nearbuy/products/spraj_zinku_98__500_ml_4084.jpg,bojera__kimikate,active
Spraj kundra ujit per kepuce/xhaketa 500ml transparent,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334447/nearbuy/products/spraj_kundra_ujit_per_kepuce_xhaketa_500ml_tr_4085.jpg,bojera__kimikate,active
Spraj Multifunksional WD-40 SMART STRAW 250ML,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334452/nearbuy/products/spraj_multifunksional_wd_40_smart_straw_250ml_4086.png,bojera__kimikate,active
Shkume me pistolete per Low Expasion 750 ml (Paketimi 12 cope),Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334458/nearbuy/products/shkume_me_pistolete_per_low_expasion_750_ml___4087.jpg,bojera__kimikate,active
Bllokues Vidash 50 ml,Ndërtim,Fiksim & Bulloneri,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334463/nearbuy/products/bllokues_vidash_50_ml_4088.jpg,ndertim,active
Bllokues Hidraulik 50 ml,Hidraulikë,Vana & Çifte,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334469/nearbuy/products/bllokues_hidraulik_50_ml_4089.jpg,hidraulike,active
Bllokues Fileto per testata 50 ml,Hidraulikë,Vana & Çifte,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334475/nearbuy/products/bllokues_fileto_per_testata_50_ml_4090.jpg,hidraulike,active
Bllokues Dadosh 50 ml,Ndërtim,Fiksim & Bulloneri,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334480/nearbuy/products/bllokues_dadosh_50_ml_4091.jpg,ndertim,active
Tenie alumini 48 mm x 100 m rezistente ndaj nxehtesise -30 – 200 ° (1 cp),Kopshtari,Aksesore Kopshtarie & Pyjore,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334486/nearbuy/products/tenie_alumini_48_mm_x_100_m_rezistente_ndaj_n_4092.png,kopshtari,active
Spraj Graso temperature PFTE 400 ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334491/nearbuy/products/spraj_graso_temperature_pfte_400_ml_4093.png,bojera__kimikate,active
Spraj ngjites temperature permanent multifunksional 400 ml,Bojëra & Kimikate,Spraj & Silikone,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334498/nearbuy/products/spraj_ngjites_temperature_permanent_multifunk_4094.png,bojera__kimikate,active
Biadeziv I dyanshem per riparime elektrike gjysme transparent 12mm x 5 m,Bojëra & Kimikate,Ngjites & Shkumë,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334504/nearbuy/products/biadeziv_i_dyanshem_per_riparime_elektrike_gj_4095.png,bojera__kimikate,active
Tenie Alumini 50mm x 50m,Kopshtari,Aksesore Kopshtarie & Pyjore,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334511/nearbuy/products/tenie_alumini_50mm_x_50m_4096.png,kopshtari,active
Silikon Sanitar Premium Pattex I Bardhe280ML,Bojëra & Kimikate,Spraj & Silikone,Pattex,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334517/nearbuy/products/silikon_sanitar_premium_pattex_i_bardhe280ml_4097.png,bojera__kimikate,active
Shirit fiksues I dyfishte I Zi 25mm x 25mm,Bojëra & Kimikate,Aksesorë Bojimi,,,https://res.cloudinary.com/dvqcrh4qf/image/upload/v1779334523/nearbuy/products/shirit_fiksues_i_dyfishte_i_zi_25mm_x_25mm_4098.jpg,bojera__kimikate,active
